Date;Ticker;Price;SMA_20;RSI_14;Signal
2025-04-10;JPM;226,02;234,2;42,69;NEUTRO
2025-04-11;JPM;235,07;234,46;44,38;NEUTRO
2025-04-14;JPM;233,59;234,57;41,76;NEUTRO
2025-04-15;JPM;232,01;234,55;41,09;NEUTRO
2025-04-16;JPM;228,51;234,15;40,81;NEUTRO
2025-04-17;JPM;230,85;233,87;44,75;NEUTRO
2025-04-21;JPM;227,89;233,32;41,78;NEUTRO
2025-04-22;JPM;234,46;232,77;46,54;NEUTRO
2025-04-23;JPM;239,73;232,34;48,26;NEUTRO
2025-04-24;JPM;243,47;232,1;60,21;NEUTRO
2025-04-25;JPM;242,38;231,95;74,09;VENDA
2025-04-28;JPM;242,05;232,04;72,06;VENDA
2025-04-29;JPM;243,45;232,08;71,61;VENDA
2025-04-30;JPM;243,45;232,2;61,0;NEUTRO
2025-05-01;JPM;245,71;232,33;73,68;VENDA
2025-05-02;JPM;251,3;233,58;71,29;VENDA
2025-05-05;JPM;251,35;235,69;74,21;VENDA
2025-05-06;JPM;248,05;237,42;70,89;VENDA
2025-05-07;JPM;248,19;239,04;78,08;VENDA
2025-05-08;JPM;252,25;239,99;79,11;VENDA
2025-05-09;JPM;251,87;241,28;85,08;VENDA
2025-05-12;JPM;258,8;242,47;85,23;VENDA
2025-05-13;JPM;261,75;243,88;84,17;VENDA
2025-05-14;JPM;264,37;245,49;83,6;VENDA
2025-05-15;JPM;266,21;247,38;87,41;VENDA
2025-05-16;JPM;266,28;249,15;88,35;VENDA
2025-05-19;JPM;263,61;250,94;80,68;VENDA
2025-05-20;JPM;264,41;252,43;81,13;VENDA
2025-05-21;JPM;259,79;253,44;69,54;NEUTRO
2025-05-22;JPM;259,42;254,23;63,18;NEUTRO
2025-05-23;JPM;259,46;255,09;63,17;NEUTRO
2025-05-27;JPM;264,02;256,19;74,91;VENDA
2025-05-28;JPM;262,23;257,13;70,83;VENDA
2025-05-29;JPM;263,1;258,11;67,78;NEUTRO
2025-05-30;JPM;262,73;258,96;67,8;NEUTRO
2025-06-02;JPM;263,39;259,56;59,47;NEUTRO
2025-06-03;JPM;264,99;260,25;57,08;NEUTRO
2025-06-04;JPM;262,95;260,99;46,82;NEUTRO
2025-06-05;JPM;260,69;261,62;37,85;NEUTRO
2025-06-06;JPM;264,46;262,23;46,56;NEUTRO
2025-06-09;JPM;265,46;262,91;53,74;NEUTRO
2025-06-10;JPM;267,31;263,33;55,62;NEUTRO
2025-06-11;JPM;266,86;263,59;66,34;NEUTRO
2025-06-12;JPM;266,95;263,72;67,63;NEUTRO
2025-06-13;JPM;263,68;263,59;58,58;NEUTRO
2025-06-16;JPM;269,06;263,73;59,92;NEUTRO
2025-06-17;JPM;268,23;263,96;62,27;NEUTRO
2025-06-18;JPM;272,65;264,37;67,06;NEUTRO
2025-06-20;JPM;273,68;265,07;69,11;NEUTRO
2025-06-23;JPM;276,94;265,94;71,68;VENDA
2025-06-24;JPM;279,91;266,96;72,87;VENDA
2025-06-25;JPM;282,7;267,9;79,59;VENDA
2025-06-26;JPM;287,37;269,16;87,28;VENDA
2025-06-27;JPM;285,73;270,29;81,6;VENDA
2025-06-30;JPM;288,52;271,58;82,53;VENDA
2025-07-01;JPM;289,02;272,86;81,84;VENDA
2025-07-02;JPM;290,6;274,14;83,7;VENDA
2025-07-03;JPM;296,0;275,79;85,84;VENDA
2025-07-07;JPM;291,97;277,36;84,26;VENDA
2025-07-08;JPM;282,78;278,27;65,21;NEUTRO
2025-07-09;JPM;283,16;279,16;66,72;NEUTRO
2025-07-10;JPM;288,19;280,2;67,17;NEUTRO
2025-07-11;JPM;286,86;281,2;64,46;NEUTRO
2025-07-14;JPM;288,7;282,29;63,32;NEUTRO
2025-07-15;JPM;286,55;283,43;57,66;NEUTRO
2025-07-16;JPM;285,82;284,27;53,78;NEUTRO
2025-07-17;JPM;289,9;285,35;53,11;NEUTRO
2025-07-18;JPM;291,27;286,28;56,86;NEUTRO
2025-07-21;JPM;290,97;287,15;53,23;NEUTRO
2025-07-22;JPM;291,43;287,87;53,18;NEUTRO
2025-07-23;JPM;296,76;288,72;57,4;NEUTRO
2025-07-24;JPM;296,55;289,41;50,75;NEUTRO
2025-07-25;JPM;298,62;289,97;59,65;NEUTRO
2025-07-28;JPM;298,28;290,6;80,25;VENDA
2025-07-29;JPM;297,04;291,02;76,21;VENDA
2025-07-30;JPM;299,63;291,55;73,79;VENDA
2025-07-31;JPM;296,24;291,84;67,97;NEUTRO
2025-08-01;JPM;289,37;291,5;51,08;NEUTRO
2025-08-04;JPM;294,26;291,62;61,38;NEUTRO
2025-08-05;JPM;291,37;292,05;57,7;NEUTRO
2025-08-06;JPM;291,35;292,46;52,27;NEUTRO
2025-08-07;JPM;286,94;292,4;43,82;NEUTRO
2025-08-08;JPM;288,76;292,49;46,98;NEUTRO
2025-08-11;JPM;289,56;292,53;47,46;NEUTRO
2025-08-12;JPM;292,85;292,85;44,39;NEUTRO
2025-08-13;JPM;290,53;293,08;41,85;NEUTRO
2025-08-14;JPM;294,16;293,3;44,21;NEUTRO
2025-08-15;JPM;290,49;293,26;40,69;NEUTRO
2025-08-18;JPM;291,53;293,29;43,38;NEUTRO
2025-08-19;JPM;290,66;293,25;38,76;NEUTRO
2025-08-20;JPM;292,24;293,02;44,75;NEUTRO
2025-08-21;JPM;291,47;292,77;53,28;NEUTRO
2025-08-22;JPM;296,24;292,65;53,11;NEUTRO
2025-08-25;JPM;294,9;292,48;55,82;NEUTRO
2025-08-26;JPM;298,57;292,56;60,62;NEUTRO
2025-08-27;JPM;299,28;292,54;70,38;VENDA
2025-08-28;JPM;301,07;292,78;70,35;VENDA
2025-08-29;JPM;301,42;293,38;69,9;NEUTRO
2025-09-02;JPM;299,7;293,65;62,13;NEUTRO
2025-09-03;JPM;299,51;294,06;67,2;NEUTRO
2025-09-04;JPM;303,82;294,68;68,04;NEUTRO
2025-09-05;JPM;294,38;295,06;55,98;NEUTRO
2025-09-08;JPM;292,91;295,26;52,09;NEUTRO
2025-09-09;JPM;297,85;295,68;59,7;NEUTRO
2025-09-10;JPM;300,54;296,06;60,88;NEUTRO
2025-09-11;JPM;305,56;296,82;66,61;NEUTRO
2025-09-12;JPM;306,91;297,45;63,68;NEUTRO
2025-09-15;JPM;308,9;298,37;67,66;NEUTRO
2025-09-16;JPM;309,19;299,26;64,64;NEUTRO
2025-09-17;JPM;311,75;300,31;66,36;NEUTRO
2025-09-18;JPM;313,23;301,36;66,08;NEUTRO
2025-09-19;JPM;314,78;302,53;67,13;NEUTRO
2025-09-22;JPM;312,44;303,34;66,08;NEUTRO
2024-09-23;META;563,02;;;NEUTRO
2024-09-24;META;561,94;;;NEUTRO
2024-09-25;META;566,91;;;NEUTRO
2024-09-26;META;566,44;;;NEUTRO
2024-09-27;META;565,96;;;NEUTRO
2024-09-30;META;571,03;;;NEUTRO
2024-10-01;META;575,05;;;NEUTRO
2024-10-02;META;571,4;;;NEUTRO
2024-10-03;META;581,34;;;NEUTRO
2024-10-04;META;594,47;;;NEUTRO
2024-10-07;META;583,34;;;NEUTRO
2024-10-08;META;591,43;;;NEUTRO
2024-10-09;META;589,06;;;NEUTRO
2024-10-10;META;582,39;;;NEUTRO
2024-10-11;META;588,5;;66,51;NEUTRO
2024-10-14;META;588,97;;67,65;NEUTRO
2024-10-15;META;584,83;;61,83;NEUTRO
2024-10-16;META;575,37;;55,27;NEUTRO
2024-10-17;META;575,51;;55,66;NEUTRO
2024-10-18;META;575,05;577,6;52,52;NEUTRO
2024-10-21;META;573,74;578,14;49,15;NEUTRO
2024-10-22;META;580,58;579,07;55,72;NEUTRO
2024-10-23;META;562,3;578,84;39,26;NEUTRO
2024-10-24;META;566,38;578,84;32,34;NEUTRO
2024-10-25;META;571,84;579,13;42,22;NEUTRO
2024-10-28;META;576,74;579,41;39,61;NEUTRO
2024-10-29;META;591,82;580,25;51,65;NEUTRO
2024-10-30;META;590,34;581,2;55,08;NEUTRO
2024-10-31;META;566,18;580,44;38,41;NEUTRO
2024-11-01;META;565,76;579,01;37,94;NEUTRO
2024-11-04;META;559,3;577,8;37,04;NEUTRO
2024-11-05;META;571,02;576,78;47,84;NEUTRO
2024-11-06;META;570,64;575,86;47,59;NEUTRO
2024-11-07;META;590,24;576,26;56,32;NEUTRO
2024-11-08;META;587,89;576,22;55,84;NEUTRO
2024-11-11;META;581,73;575,86;50,48;NEUTRO
2024-11-12;META;583,38;575,79;60,14;NEUTRO
2024-11-13;META;578,57;575,95;55,83;NEUTRO
2024-11-14;META;575,74;575,96;51,91;NEUTRO
2024-11-15;META;552,72;574,85;40,0;NEUTRO
2024-11-18;META;553,04;573,81;31,6;NEUTRO
2024-11-19;META;559,71;572,77;36,15;NEUTRO
2024-11-20;META;564,13;572,86;48,87;NEUTRO
2024-11-21;META;561,7;572,62;47,81;NEUTRO
2024-11-22;META;557,76;571,92;49,15;NEUTRO
2024-11-25;META;563,72;571,27;45,68;NEUTRO
2024-11-26;META;572,13;570,29;50,8;NEUTRO
2024-11-27;META;567,8;569,16;35,49;NEUTRO
2024-11-29;META;572,91;569,49;40,64;NEUTRO
2024-12-02;META;591,37;570,78;55,22;NEUTRO
2024-12-03;META;612,14;573,42;62,9;NEUTRO
2024-12-04;META;612,27;575,48;65,78;NEUTRO
2024-12-05;META;607,43;577,32;64,56;NEUTRO
2024-12-06;META;622,23;578,92;84,55;VENDA
2024-12-09;META;612,06;580,13;76,72;VENDA
2024-12-10;META;617,8;581,93;76,52;VENDA
2024-12-11;META;631,12;584,32;78,29;VENDA
2024-12-12;META;629,24;586,85;78,65;VENDA
2024-12-13;META;618,82;589,0;74,55;VENDA
2024-12-16;META;623,21;592,53;74,23;VENDA
2024-12-17;META;618,41;595,8;69,42;NEUTRO
2024-12-18;META;596,2;597,62;60,36;NEUTRO
2024-12-19;META;594,58;599,15;58,11;NEUTRO
2024-12-20;META;584,28;600,27;47,17;NEUTRO
2024-12-23;META;598,86;602,33;44,43;NEUTRO
2024-12-24;META;606,74;604,48;47,82;NEUTRO
2024-12-26;META;602,35;605,99;47,99;NEUTRO
2024-12-27;META;598,82;607,54;39,84;NEUTRO
2024-12-30;META;590,26;608,41;40,41;NEUTRO
2024-12-31;META;584,54;608,07;35,36;NEUTRO
2025-01-02;META;598,25;607,37;35,58;NEUTRO
2025-01-03;META;603,63;606,94;39,1;NEUTRO
2025-01-06;META;629,16;608,03;53,9;NEUTRO
2025-01-07;META;616,87;607,76;47,74;NEUTRO
2025-01-08;META;609,71;607,64;46,96;NEUTRO
2025-01-10;META;614,84;607,49;57,41;NEUTRO
2025-01-13;META;607,32;606,3;54,84;NEUTRO
2025-01-14;META;593,27;604,51;53,32;NEUTRO
2025-01-15;META;616,1;604,37;56,0;NEUTRO
2025-01-16;META;610,29;603,72;51,25;NEUTRO
2025-01-17;META;611,75;603,39;53,39;NEUTRO
2025-01-21;META;615,44;604,35;55,99;NEUTRO
2025-01-22;META;622,47;605,75;61,73;NEUTRO
2025-01-23;META;635,4;608,3;67,6;NEUTRO
2025-01-24;META;646,42;610,68;66,98;NEUTRO
2025-01-27;META;658,79;613,28;68,53;NEUTRO
2025-01-28;META;673,21;616,83;65,99;NEUTRO
2025-01-29;META;675,37;620,65;72,93;VENDA
2025-01-30;META;685,86;625,43;79,08;VENDA
2025-01-31;META;688,04;630,61;78,6;VENDA
2025-02-03;META;696,3;635,51;84,57;VENDA
2025-02-04;META;703,02;640,48;95,21;VENDA
2025-02-05;META;703,7;644,21;94,14;VENDA
2025-02-06;META;710,81;648,91;100,0;VENDA
2025-02-07;META;713,34;654,09;100,0;VENDA
2025-02-10;META;716,21;659,16;100,0;VENDA
2025-02-11;META;718,61;664,72;100,0;VENDA
2025-02-12;META;724,18;671,27;100,0;VENDA
2025-02-13;META;727,35;676,83;100,0;VENDA
2025-02-14;META;735,45;683,09;100,0;VENDA
2025-02-18;META;715,18;688,26;75,43;VENDA
2025-02-19;META;702,6;692,62;64,65;NEUTRO
2025-02-20;META;693,69;696,18;54,29;NEUTRO
2025-02-21;META;682,42;698,53;47,2;NEUTRO
2025-02-24;META;667,02;699,56;36,39;NEUTRO
2025-02-25;META;656,41;699,44;29,09;COMPRA
2025-02-26;META;672,58;699,41;37,74;NEUTRO
2025-02-27;META;657,15;698,5;30,17;NEUTRO
2025-02-28;META;667,09;697,56;33,79;NEUTRO
2025-03-03;META;653,96;695,85;29,65;COMPRA
2025-03-04;META;638,94;692,99;25,94;COMPRA
2025-03-05;META;655,38;690,6;30,5;NEUTRO
2025-03-06;META;626,89;686,76;25,1;COMPRA
2025-03-07;META;624,62;682,45;21,72;COMPRA
2025-03-10;META;597,0;676,64;20,93;COMPRA
2025-03-11;META;604,71;671,06;25,33;COMPRA
2025-03-12;META;618,53;666,06;31,52;NEUTRO
2025-03-13;META;589,66;659,33;29,01;COMPRA
2025-03-14;META;607,13;653,32;36,57;NEUTRO
2025-03-17;META;604,43;646,77;37,92;NEUTRO
2025-03-18;META;581,91;640,11;29,53;COMPRA
2025-03-19;META;583,61;634,16;32,3;NEUTRO
2025-03-20;META;585,55;628,75;29,58;COMPRA
2025-03-21;META;595,79;624,42;35,22;NEUTRO
2025-03-24;META;618,37;621,99;44,97;NEUTRO
2025-03-25;META;625,83;620,46;42,44;NEUTRO
2025-03-26;META;610,51;617,35;45,51;NEUTRO
2025-03-27;META;602,12;614,6;44,03;NEUTRO
2025-03-28;META;576,3;610,06;44,45;NEUTRO
2025-03-31;META;575,92;606,16;41,97;NEUTRO
2025-04-01;META;585,55;603,49;40,58;NEUTRO
2025-04-02;META;583,48;599,9;47,92;NEUTRO
2025-04-03;META;531,21;595,11;29,26;COMPRA
2025-04-04;META;504,34;589,1;25,85;COMPRA
2025-04-07;META;515,85;585,04;33,16;NEUTRO
2025-04-08;META;510,06;580,31;31,64;NEUTRO
2025-04-09;META;585,32;578,65;49,96;NEUTRO
2025-04-10;META;545,87;576,46;41,76;NEUTRO
2025-04-11;META;543,15;573,26;36,71;NEUTRO
2025-04-14;META;531,07;569,59;33,52;NEUTRO
2025-04-15;META;521,12;566,55;34,16;NEUTRO
2025-04-16;META;501,92;562,47;32,9;NEUTRO
2025-04-17;META;501,09;558,24;35,97;NEUTRO
2025-04-21;META;484,29;552,67;33,89;NEUTRO
2025-04-22;META;499,9;546,74;35,25;NEUTRO
2025-04-23;META;519,87;541,45;39,68;NEUTRO
2025-04-24;META;532,74;537,56;50,28;NEUTRO
2025-04-25;META;546,85;534,79;58,3;NEUTRO
2025-04-28;META;549,32;533,45;56,77;NEUTRO
2025-04-29;META;554,01;532,35;58,93;NEUTRO
2025-04-30;META;548,58;530,5;39,57;NEUTRO
2025-05-01;META;571,77;529,92;58,1;NEUTRO
2025-05-02;META;596,56;533,18;64,67;NEUTRO
2025-05-05;META;598,81;537,91;69,67;NEUTRO
2025-05-06;META;586,86;541,46;68,87;NEUTRO
2025-05-07;META;596,35;545,77;78,71;VENDA
2025-05-08;META;597,55;546,38;79,26;VENDA
2025-05-09;META;592,03;548,69;85,09;VENDA
2025-05-12;META;638,94;553,48;87,61;VENDA
2025-05-13;META;655,53;559,7;87,38;VENDA
2025-05-14;META;658,85;566,59;86,68;VENDA
2025-05-15;META;643,38;573,66;77,86;VENDA
2025-05-16;META;639,85;580,6;75,97;VENDA
2025-05-19;META;639,94;588,38;75,31;VENDA
2025-05-20;META;636,61;595,22;76,26;VENDA
2025-05-21;META;635,01;600,98;71,65;VENDA
2025-05-22;META;636,08;606,14;66,15;NEUTRO
2025-05-23;META;626,58;610,13;60,72;NEUTRO
2025-05-27;META;641,83;614,76;70,69;VENDA
2025-05-28;META;643,09;619,21;68,75;NEUTRO
2025-05-29;META;644,55;624,01;68,82;NEUTRO
2025-05-30;META;646,99;627,77;72,56;VENDA
2025-06-02;META;670,38;631,46;65,99;NEUTRO
2025-06-03;META;666,34;634,84;56,3;NEUTRO
2025-06-04;META;687,42;639,86;63,8;NEUTRO
2025-06-05;META;684,09;644,25;72,28;VENDA
2025-06-06;META;697,17;649,23;78,4;VENDA
2025-06-09;META;693,53;654,31;75,65;VENDA
2025-06-10;META;701,86;657,45;79,8;VENDA
2025-06-11;META;693,61;659,36;75,23;VENDA
2025-06-12;META;692,83;661,06;74,5;VENDA
2025-06-13;META;682,34;663,0;73,87;VENDA
2025-06-16;META;702,12;666,12;74,84;VENDA
2025-06-17;META;697,23;668,98;71,66;VENDA
2025-06-18;META;695,77;671,94;70,49;VENDA
2025-06-20;META;682,35;674,31;63,0;NEUTRO
2025-06-23;META;698,53;677,43;60,93;NEUTRO
2025-06-24;META;712,2;681,71;66,57;NEUTRO
2025-06-25;META;708,68;685,05;58,8;NEUTRO
2025-06-26;META;726,09;689,2;65,57;NEUTRO
2025-06-27;META;733,63;693,66;64,09;NEUTRO
2025-06-30;META;738,09;698,21;67,11;NEUTRO
2025-07-01;META;719,22;700,66;56,17;NEUTRO
2025-07-02;META;713,57;703,02;57,23;NEUTRO
2025-07-03;META;719,01;704,6;59,17;NEUTRO
2025-07-07;META;718,35;706,31;63,54;NEUTRO
2025-07-08;META;720,67;707,48;58,03;NEUTRO
2025-07-09;META;732,78;709,45;64,49;NEUTRO
2025-07-10;META;727,24;710,72;62,41;NEUTRO
2025-07-11;META;717,51;711,91;64,28;NEUTRO
2025-07-14;META;720,92;713,32;60,15;NEUTRO
2025-07-15;META;710,39;714,72;49,16;NEUTRO
2025-07-16;META;702,91;714,76;47,4;NEUTRO
2025-07-17;META;701,41;714,97;37,04;NEUTRO
2025-07-18;META;704,28;715,39;33,8;NEUTRO
2025-07-21;META;712,97;716,92;36,75;NEUTRO
2025-07-22;META;704,81;717,24;41,43;NEUTRO
2025-07-23;META;713,58;717,31;50,01;NEUTRO
2025-07-24;META;714,8;717,61;47,46;NEUTRO
2025-07-25;META;712,68;716,94;46,64;NEUTRO
2025-07-28;META;717,63;716,14;48,25;NEUTRO
2025-07-29;META;700,0;714,24;32,3;NEUTRO
2025-07-30;META;695,21;713,04;32,56;NEUTRO
2025-07-31;META;773,44;716,03;67,44;NEUTRO
2025-08-01;META;750,01;717,58;58,06;NEUTRO
2025-08-04;META;776,37;720,48;66,81;NEUTRO
2025-08-05;META;763,46;722,62;65,02;NEUTRO
2025-08-06;META;771,99;724,58;66,91;NEUTRO
2025-08-07;META;761,83;726,31;63,32;NEUTRO
2025-08-08;META;769,3;728,9;63,12;NEUTRO
2025-08-11;META;765,87;731,15;64,54;NEUTRO
2025-08-12;META;790,0;735,13;66,96;NEUTRO
2025-08-13;META;780,08;738,99;63,95;NEUTRO
2025-08-14;META;782,13;743,02;64,84;NEUTRO
2025-08-15;META;785,23;747,07;64,56;NEUTRO
2025-08-18;META;767,37;749,79;64,5;NEUTRO
2025-08-19;META;751,48;752,12;61,56;NEUTRO
2025-08-20;META;747,72;753,83;42,39;NEUTRO
2025-08-21;META;739,1;755,04;46,46;NEUTRO
2025-08-22;META;754,79;757,15;42,48;NEUTRO
2025-08-25;META;753,3;758,93;46,15;NEUTRO
2025-08-26;META;754,1;761,64;42,81;NEUTRO
2025-08-27;META;747,38;764,25;44,03;NEUTRO
2025-08-28;META;751,11;763,13;42,24;NEUTRO
2025-08-29;META;738,7;762,57;39,23;NEUTRO
2025-09-02;META;735,11;760,5;24,02;COMPRA
2025-09-03;META;737,05;759,18;27,97;COMPRA
2025-09-04;META;748,65;758,02;34,38;NEUTRO
2025-09-05;META;752,45;757,55;34,81;NEUTRO
2025-09-08;META;752,3;756,7;41,65;NEUTRO
2025-09-09;META;765,7;756,69;58,11;NEUTRO
2025-09-10;META;751,98;754,79;52,18;NEUTRO
2025-09-11;META;750,9;753,33;56,55;NEUTRO
2025-09-12;META;755,59;752,0;50,51;NEUTRO
2025-09-15;META;764,7;750,97;56,57;NEUTRO
2025-09-16;META;779,0;751,56;62,42;NEUTRO
2025-09-17;META;775,72;752,77;64,64;NEUTRO
2025-09-18;META;780,25;754,39;64,93;NEUTRO
2025-09-19;META;778,38;756,36;72,79;VENDA
2025-09-22;META;765,16;756,88;65,54;NEUTRO
2024-09-23;MSFT;430,28;;;NEUTRO
2024-09-24;MSFT;425,97;;;NEUTRO
2024-09-25;MSFT;428,89;;;NEUTRO
2024-09-26;MSFT;428,1;;;NEUTRO
2024-09-27;MSFT;424,83;;;NEUTRO
2024-09-30;MSFT;427,09;;;NEUTRO
2024-10-01;MSFT;417,56;;;NEUTRO
2024-10-02;MSFT;414,02;;;NEUTRO
2024-10-03;MSFT;413,44;;;NEUTRO
2024-10-04;MSFT;412,96;;;NEUTRO
2024-10-07;MSFT;406,49;;;NEUTRO
2024-10-08;MSFT;411,62;;;NEUTRO
2024-10-09;MSFT;414,35;;;NEUTRO
2024-10-10;MSFT;412,74;;;NEUTRO
2024-10-11;MSFT;413,22;;30,66;NEUTRO
2024-10-14;MSFT;416,02;;38,32;NEUTRO
2024-10-15;MSFT;415,62;;33,44;NEUTRO
2024-10-16;MSFT;413,02;;32,0;NEUTRO
2024-10-17;MSFT;413,61;;35,69;NEUTRO
2024-10-18;MSFT;415,04;417,74;34,3;NEUTRO
2024-10-21;MSFT;415,66;417,01;46,78;NEUTRO
2024-10-22;MSFT;424,32;416,93;64,89;NEUTRO
2024-10-23;MSFT;421,44;416,56;60,85;NEUTRO
2024-10-24;MSFT;421,57;416,23;61,78;NEUTRO
2024-10-25;MSFT;424,96;416,24;77,61;VENDA
2024-10-28;MSFT;423,41;416,05;69,74;NEUTRO
2024-10-29;MSFT;428,73;416,61;72,15;VENDA
2024-10-30;MSFT;429,31;417,38;76,36;VENDA
2024-10-31;MSFT;403,32;416,87;41,31;NEUTRO
2024-11-01;MSFT;407,31;416,59;42,51;NEUTRO
2024-11-04;MSFT;405,42;416,53;41,45;NEUTRO
2024-11-05;MSFT;408,39;416,37;46,14;NEUTRO
2024-11-06;MSFT;417,05;416,51;52,53;NEUTRO
2024-11-07;MSFT;422,26;416,98;55,03;NEUTRO
2024-11-08;MSFT;419,39;417,29;52,52;NEUTRO
2024-11-11;MSFT;414,9;417,24;43,26;NEUTRO
2024-11-12;MSFT;419,88;417,45;48,92;NEUTRO
2024-11-13;MSFT;422,03;417,9;50,31;NEUTRO
2024-11-14;MSFT;423,71;418,4;49,14;NEUTRO
2024-11-15;MSFT;411,91;418,25;43,04;NEUTRO
2024-11-18;MSFT;412,66;418,1;39,7;NEUTRO
2024-11-19;MSFT;414,68;417,62;40,79;NEUTRO
2024-11-20;MSFT;412,39;417,16;58,13;NEUTRO
2024-11-21;MSFT;410,61;416,62;53,08;NEUTRO
2024-11-22;MSFT;414,72;416,1;58,34;NEUTRO
2024-11-25;MSFT;416,5;415,76;57,43;NEUTRO
2024-11-26;MSFT;425,65;415,6;57,81;NEUTRO
2024-11-27;MSFT;420,68;415,17;48,56;NEUTRO
2024-11-29;MSFT;421,15;416,06;51,68;NEUTRO
2024-12-02;MSFT;428,62;417,13;62,38;NEUTRO
2024-12-03;MSFT;428,84;418,3;58,85;NEUTRO
2024-12-04;MSFT;435,03;419,63;61,89;NEUTRO
2024-12-05;MSFT;440,2;420,79;64,17;NEUTRO
2024-12-06;MSFT;441,15;421,73;80,9;VENDA
2024-12-09;MSFT;443,58;422,94;81,55;VENDA
2024-12-10;MSFT;440,91;424,24;76,41;VENDA
2024-12-11;MSFT;446,54;425,58;82,22;VENDA
2024-12-12;MSFT;447,1;426,83;85,24;VENDA
2024-12-13;MSFT;444,83;427,89;80,15;VENDA
2024-12-16;MSFT;449,12;429,75;81,1;VENDA
2024-12-17;MSFT;451,98;431,71;78,53;VENDA
2024-12-18;MSFT;435,0;432,73;62,31;NEUTRO
2024-12-19;MSFT;434,64;433,84;61,62;NEUTRO
2024-12-20;MSFT;434,21;435,02;55,48;NEUTRO
2024-12-23;MSFT;432,87;435,93;53,87;NEUTRO
2024-12-24;MSFT;436,93;436,95;51,9;NEUTRO
2024-12-26;MSFT;435,72;437,46;45,13;NEUTRO
2024-12-27;MSFT;428,18;437,83;37,68;NEUTRO
2024-12-30;MSFT;422,51;437,9;31,14;NEUTRO
2024-12-31;MSFT;419,2;437,43;30,79;NEUTRO
2025-01-02;MSFT;416,29;436,8;21,88;COMPRA
2025-01-03;MSFT;421,04;436,1;27,53;COMPRA
2025-01-06;MSFT;425,51;435,37;33,95;NEUTRO
2025-01-07;MSFT;420,06;434,31;26,31;COMPRA
2025-01-08;MSFT;422,24;433,24;25,49;COMPRA
2025-01-10;MSFT;416,66;432,03;31,38;NEUTRO
2025-01-13;MSFT;414,91;430,45;30,52;NEUTRO
2025-01-14;MSFT;413,4;428,76;29,89;COMPRA
2025-01-15;MSFT;423,98;427,72;42,71;NEUTRO
2025-01-16;MSFT;422,26;426,38;37,49;NEUTRO
2025-01-17;MSFT;426,69;425,12;42,7;NEUTRO
2025-01-21;MSFT;426,16;424,67;48,16;NEUTRO
2025-01-22;MSFT;443,76;425,13;65,91;NEUTRO
2025-01-23;MSFT;444,27;425,63;69,6;NEUTRO
2025-01-24;MSFT;441,63;426,07;69,89;NEUTRO
2025-01-27;MSFT;432,19;425,83;58,15;NEUTRO
2025-01-28;MSFT;444,76;426,28;62,58;NEUTRO
2025-01-29;MSFT;439,91;426,87;63,08;NEUTRO
2025-01-30;MSFT;412,72;426,38;45,28;NEUTRO
2025-01-31;MSFT;412,79;426,06;47,97;NEUTRO
2025-02-03;MSFT;408,67;425,68;46,81;NEUTRO
2025-02-04;MSFT;410,12;425,13;48,32;NEUTRO
2025-02-05;MSFT;411,03;424,41;42,64;NEUTRO
2025-02-06;MSFT;413,55;424,08;45,1;NEUTRO
2025-02-07;MSFT;407,51;423,35;39,4;NEUTRO
2025-02-10;MSFT;409,97;423,01;41,24;NEUTRO
2025-02-11;MSFT;409,19;422,73;27,12;COMPRA
2025-02-12;MSFT;406,8;422,4;25,8;COMPRA
2025-02-13;MSFT;408,3;421,61;28,16;COMPRA
2025-02-14;MSFT;406,2;420,81;31,15;NEUTRO
2025-02-18;MSFT;407,4;419,85;17,56;COMPRA
2025-02-19;MSFT;412,5;419,16;26,3;COMPRA
2025-02-20;MSFT;414,69;417,71;53,0;NEUTRO
2025-02-21;MSFT;406,79;415,84;42,62;NEUTRO
2025-02-24;MSFT;402,6;413,88;42,55;NEUTRO
2025-02-25;MSFT;396,52;412,1;35,01;NEUTRO
2025-02-26;MSFT;398,34;409,78;36,29;NEUTRO
2025-02-27;MSFT;391,17;407,34;28,02;COMPRA
2025-02-28;MSFT;395,61;406,49;37,94;NEUTRO
2025-03-03;MSFT;387,14;405,2;29,37;COMPRA
2025-03-04;MSFT;387,26;404,13;29,94;COMPRA
2025-03-05;MSFT;399,63;403,61;44,45;NEUTRO
2025-03-06;MSFT;395,51;402,83;40,49;NEUTRO
2025-03-07;MSFT;391,94;401,75;39,63;NEUTRO
2025-03-10;MSFT;378,84;400,32;32,29;NEUTRO
2025-03-11;MSFT;379,13;398,78;28,0;COMPRA
2025-03-12;MSFT;381,94;397,42;28,58;COMPRA
2025-03-13;MSFT;377,46;395,95;29,92;COMPRA
2025-03-14;MSFT;387,21;394,89;40,21;NEUTRO
2025-03-17;MSFT;387,35;393,95;43,69;NEUTRO
2025-03-18;MSFT;382,19;392,69;39,37;NEUTRO
2025-03-19;MSFT;386,47;391,39;46,79;NEUTRO
2025-03-20;MSFT;385,5;389,93;42,74;NEUTRO
2025-03-21;MSFT;389,9;389,09;52,1;NEUTRO
2025-03-24;MSFT;391,72;388,54;53,32;NEUTRO
2025-03-25;MSFT;393,79;388,4;44,87;NEUTRO
2025-03-26;MSFT;388,62;387,92;44,06;NEUTRO
2025-03-27;MSFT;389,22;387,82;47,53;NEUTRO
