Date;Ticker;Price;SMA_20;RSI_14;Signal
2025-06-10;BRK-B;491,13;502,64;30,32;NEUTRO
2025-06-11;BRK-B;488,14;501,46;29,47;COMPRA
2025-06-12;BRK-B;490,34;500,8;35,22;NEUTRO
2025-06-13;BRK-B;487,54;499,81;33,22;NEUTRO
2025-06-16;BRK-B;490,23;498,61;28,7;COMPRA
2025-06-17;BRK-B;483,48;497,17;28,25;COMPRA
2025-06-18;BRK-B;485,14;495,99;25,94;COMPRA
2025-06-20;BRK-B;484,85;494,88;27,14;COMPRA
2025-06-23;BRK-B;487,77;494,09;32,74;NEUTRO
2025-06-24;BRK-B;493,48;493,59;45,09;NEUTRO
2025-06-25;BRK-B;486,21;492,44;44,65;NEUTRO
2025-06-26;BRK-B;485,05;491,54;45,77;NEUTRO
2025-06-27;BRK-B;485,68;490,51;40,06;NEUTRO
2025-06-30;BRK-B;485,77;489,6;40,4;NEUTRO
2025-07-01;BRK-B;489,61;488,94;48,15;NEUTRO
2025-07-02;BRK-B;480,48;488,08;41,88;NEUTRO
2025-07-03;BRK-B;485,0;487,78;44,6;NEUTRO
2025-07-07;BRK-B;478,03;487,24;41,13;NEUTRO
2025-07-08;BRK-B;477,47;486,44;37,61;NEUTRO
2025-07-09;BRK-B;478,91;485,72;45,05;NEUTRO
2025-07-10;BRK-B;478,27;485,07;42,4;NEUTRO
2025-07-11;BRK-B;475,86;484,46;40,49;NEUTRO
2025-07-14;BRK-B;476,31;483,76;37,22;NEUTRO
2025-07-15;BRK-B;470,13;482,89;24,22;COMPRA
2025-07-16;BRK-B;471,31;481,94;30,99;NEUTRO
2025-07-17;BRK-B;473,4;481,44;35,48;NEUTRO
2025-07-18;BRK-B;473,8;480,87;35,11;NEUTRO
2025-07-21;BRK-B;474,41;480,35;35,95;NEUTRO
2025-07-22;BRK-B;478,13;479,87;35,76;NEUTRO
2025-07-23;BRK-B;482,63;479,32;53,01;NEUTRO
2025-07-24;BRK-B;480,6;479,04;43,37;NEUTRO
2025-07-25;BRK-B;484,07;478,99;60,18;NEUTRO
2025-07-28;BRK-B;481,7;478,79;56,72;NEUTRO
2025-07-29;BRK-B;476,56;478,33;46,66;NEUTRO
2025-07-30;BRK-B;476,0;477,65;46,77;NEUTRO
2025-07-31;BRK-B;471,88;477,22;44,6;NEUTRO
2025-08-01;BRK-B;472,84;476,62;45,35;NEUTRO
2025-08-04;BRK-B;459,11;475,67;37,72;NEUTRO
2025-08-05;BRK-B;464,19;475,01;42,7;NEUTRO
2025-08-06;BRK-B;468,91;474,51;45,63;NEUTRO
2025-08-07;BRK-B;461,47;473,67;39,45;NEUTRO
2025-08-08;BRK-B;465,4;473,14;42,71;NEUTRO
2025-08-11;BRK-B;464,73;472,56;38,59;NEUTRO
2025-08-12;BRK-B;470,39;472,58;39,78;NEUTRO
2025-08-13;BRK-B;477,31;472,88;47,46;NEUTRO
2025-08-14;BRK-B;479,22;473,17;46,16;NEUTRO
2025-08-15;BRK-B;477,2;473,34;46,42;NEUTRO
2025-08-18;BRK-B;478,52;473,54;51,66;NEUTRO
2025-08-19;BRK-B;485,31;473,9;57,13;NEUTRO
2025-08-20;BRK-B;488,68;474,2;63,02;NEUTRO
2025-08-21;BRK-B;488,59;474,6;62,37;NEUTRO
2025-08-22;BRK-B;489,0;474,85;79,69;VENDA
2025-08-25;BRK-B;486,18;475,07;72,87;VENDA
2025-08-26;BRK-B;492,21;475,86;73,59;VENDA
2025-08-27;BRK-B;495,72;476,84;87,68;VENDA
2025-08-28;BRK-B;499,86;478,24;87,74;VENDA
2025-08-29;BRK-B;502,98;479,75;89,75;VENDA
2025-09-02;BRK-B;501,14;481,85;84,71;VENDA
2025-09-03;BRK-B;501,49;483,72;82,05;VENDA
2025-09-04;BRK-B;506,91;485,62;83,58;VENDA
2025-09-05;BRK-B;499,77;487,53;74,35;VENDA
2025-09-08;BRK-B;493,78;488,95;64,95;NEUTRO
2025-09-09;BRK-B;492,72;490,35;58,18;NEUTRO
2025-09-10;BRK-B;490,08;491,33;51,57;NEUTRO
2025-09-11;BRK-B;496,91;492,31;58,11;NEUTRO
2025-09-12;BRK-B;493,74;493,04;54,38;NEUTRO
2025-09-15;BRK-B;491,54;493,76;55,01;NEUTRO
2025-09-16;BRK-B;490,99;494,38;48,73;NEUTRO
2025-09-17;BRK-B;492,33;494,73;46,3;NEUTRO
2025-09-18;BRK-B;490,5;494,82;39,24;NEUTRO
2025-09-19;BRK-B;492,85;495,04;38,14;NEUTRO
2025-09-22;BRK-B;493,71;495,27;41,1;NEUTRO
2024-09-23;GOOGL;161,14;;;NEUTRO
2024-09-24;GOOGL;161,58;;;NEUTRO
2024-09-25;GOOGL;160,78;;;NEUTRO
2024-09-26;GOOGL;162,02;;;NEUTRO
2024-09-27;GOOGL;163,23;;;NEUTRO
2024-09-30;GOOGL;165,12;;;NEUTRO
2024-10-01;GOOGL;166,26;;;NEUTRO
2024-10-02;GOOGL;165,13;;;NEUTRO
2024-10-03;GOOGL;165,13;;;NEUTRO
2024-10-04;GOOGL;166,33;;;NEUTRO
2024-10-07;GOOGL;162,26;;;NEUTRO
2024-10-08;GOOGL;163,66;;;NEUTRO
2024-10-09;GOOGL;161,15;;;NEUTRO
2024-10-10;GOOGL;161,37;;;NEUTRO
2024-10-11;GOOGL;162,52;;53,75;NEUTRO
2024-10-14;GOOGL;164,24;;56,76;NEUTRO
2024-10-15;GOOGL;164,73;;60,2;NEUTRO
2024-10-16;GOOGL;164,43;;56,54;NEUTRO
2024-10-17;GOOGL;162,21;;47,38;NEUTRO
2024-10-18;GOOGL;162,7;163,3;43,29;NEUTRO
2024-10-21;GOOGL;163,35;163,41;41,71;NEUTRO
2024-10-22;GOOGL;164,41;163,55;47,94;NEUTRO
2024-10-23;GOOGL;162,07;163,62;42,28;NEUTRO
2024-10-24;GOOGL;162,01;163,62;38,44;NEUTRO
2024-10-25;GOOGL;164,54;163,68;56,65;NEUTRO
2024-10-28;GOOGL;165,99;163,72;56,78;NEUTRO
2024-10-29;GOOGL;168,93;163,86;72,08;VENDA
2024-10-30;GOOGL;173,69;164,29;77,8;VENDA
2024-10-31;GOOGL;170,36;164,55;66,11;NEUTRO
2024-11-01;GOOGL;170,54;164,76;63,82;NEUTRO
2024-11-04;GOOGL;168,5;165,07;57,74;NEUTRO
2024-11-05;GOOGL;168,99;165,34;59,29;NEUTRO
2024-11-06;GOOGL;175,74;166,07;73,27;VENDA
2024-11-07;GOOGL;179,96;167,0;76,31;VENDA
2024-11-08;GOOGL;177,57;167,75;70,58;VENDA
2024-11-11;GOOGL;179,56;168,51;71,36;VENDA
2024-11-12;GOOGL;180,82;169,32;77,26;VENDA
2024-11-13;GOOGL;178,09;170,0;71,69;VENDA
2024-11-14;GOOGL;174,81;170,63;63,58;NEUTRO
2024-11-15;GOOGL;171,73;171,08;57,28;NEUTRO
2024-11-18;GOOGL;174,53;171,64;57,12;NEUTRO
2024-11-19;GOOGL;177,34;172,29;54,89;NEUTRO
2024-11-20;GOOGL;175,21;172,95;56,71;NEUTRO
2024-11-21;GOOGL;166,89;173,19;45,88;NEUTRO
2024-11-22;GOOGL;164,04;173,16;45,06;NEUTRO
2024-11-25;GOOGL;166,91;173,21;47,81;NEUTRO
2024-11-26;GOOGL;168,38;173,18;41,28;NEUTRO
2024-11-27;GOOGL;168,49;172,92;34,94;NEUTRO
2024-11-29;GOOGL;168,21;172,82;36,99;NEUTRO
2024-12-02;GOOGL;170,74;172,83;37,92;NEUTRO
2024-12-03;GOOGL;170,59;172,93;35,55;NEUTRO
2024-12-04;GOOGL;173,6;173,16;43,71;NEUTRO
2024-12-05;GOOGL;171,88;172,97;45,71;NEUTRO
2024-12-06;GOOGL;173,94;172,67;53,34;NEUTRO
2024-12-09;GOOGL;174,8;172,53;50,43;NEUTRO
2024-12-10;GOOGL;184,57;172,78;59,48;NEUTRO
2024-12-11;GOOGL;194,77;173,48;71,17;VENDA
2024-12-12;GOOGL;191,34;174,14;79,59;VENDA
2024-12-13;GOOGL;189,2;174,86;80,99;VENDA
2024-12-16;GOOGL;196,02;176,07;82,67;VENDA
2024-12-17;GOOGL;194,78;177,08;79,78;VENDA
2024-12-18;GOOGL;187,79;177,61;68,85;NEUTRO
2024-12-19;GOOGL;187,9;178,24;69,29;NEUTRO
2024-12-20;GOOGL;190,79;179,44;69,51;NEUTRO
2024-12-23;GOOGL;194,0;180,94;71,5;VENDA
2024-12-24;GOOGL;195,47;182,36;70,67;VENDA
2024-12-26;GOOGL;194,96;183,69;72,32;VENDA
2024-12-27;GOOGL;192,13;184,87;67,33;NEUTRO
2024-12-30;GOOGL;190,62;185,99;64,89;NEUTRO
2024-12-31;GOOGL;188,68;186,89;54,54;NEUTRO
2025-01-02;GOOGL;188,81;187,8;41,54;NEUTRO
2025-01-03;GOOGL;191,17;188,68;49,75;NEUTRO
2025-01-06;GOOGL;196,23;189,9;59,48;NEUTRO
2025-01-07;GOOGL;194,85;190,94;48,15;NEUTRO
2025-01-08;GOOGL;193,32;191,87;47,71;NEUTRO
2025-01-10;GOOGL;191,42;192,21;56,76;NEUTRO
2025-01-13;GOOGL;190,39;191,99;54,49;NEUTRO
2025-01-14;GOOGL;189,04;191,88;46,66;NEUTRO
2025-01-15;GOOGL;194,91;192,16;51,58;NEUTRO
2025-01-16;GOOGL;192,28;191,98;44,69;NEUTRO
2025-01-17;GOOGL;195,36;192,01;50,61;NEUTRO
2025-01-21;GOOGL;197,41;192,49;58,3;NEUTRO
2025-01-22;GOOGL;197,73;192,98;61,61;NEUTRO
2025-01-23;GOOGL;197,34;193,31;64,89;NEUTRO
2025-01-24;GOOGL;199,56;193,58;67,24;NEUTRO
2025-01-27;GOOGL;191,19;193,37;50,03;NEUTRO
2025-01-28;GOOGL;194,67;193,36;47,81;NEUTRO
2025-01-29;GOOGL;194,77;193,49;49,88;NEUTRO
2025-01-30;GOOGL;200,22;193,97;59,02;NEUTRO
2025-01-31;GOOGL;203,36;194,7;65,12;NEUTRO
2025-02-03;GOOGL;200,58;195,29;62,36;NEUTRO
2025-02-04;GOOGL;205,71;196,02;68,52;NEUTRO
2025-02-05;GOOGL;190,71;195,74;46,12;NEUTRO
2025-02-06;GOOGL;190,98;195,55;48,74;NEUTRO
2025-02-07;GOOGL;184,74;195,12;40,33;NEUTRO
2025-02-10;GOOGL;185,86;194,84;39,31;NEUTRO
2025-02-11;GOOGL;184,72;194,56;38,14;NEUTRO
2025-02-12;GOOGL;183,01;194,26;37,24;NEUTRO
2025-02-13;GOOGL;185,54;193,79;37,58;NEUTRO
2025-02-14;GOOGL;184,63;193,4;43,31;NEUTRO
2025-02-18;GOOGL;183,17;192,8;37,76;NEUTRO
2025-02-19;GOOGL;184,67;192,16;39,56;NEUTRO
2025-02-20;GOOGL;183,96;191,47;31,37;NEUTRO
2025-02-21;GOOGL;179,08;190,56;23,25;COMPRA
2025-02-24;GOOGL;178,67;189,51;24,53;COMPRA
2025-02-25;GOOGL;174,85;188,7;13,0;COMPRA
2025-02-26;GOOGL;172,17;187,57;18,45;COMPRA
2025-02-27;GOOGL;167,95;186,23;15,45;COMPRA
2025-02-28;GOOGL;169,73;184,7;24,0;COMPRA
2025-03-03;GOOGL;166,47;182,86;18,74;COMPRA
2025-03-04;GOOGL;170,36;181,35;28,73;COMPRA
2025-03-05;GOOGL;172,46;179,69;34,55;NEUTRO
2025-03-06;GOOGL;171,79;178,74;28,71;COMPRA
2025-03-07;GOOGL;173,3;177,86;32,78;NEUTRO
2025-03-10;GOOGL;165,52;176,9;27,49;COMPRA
2025-03-11;GOOGL;163,7;175,79;23,48;COMPRA
2025-03-12;GOOGL;166,76;174,89;29,47;COMPRA
2025-03-13;GOOGL;162,42;173,86;29,85;COMPRA
2025-03-14;GOOGL;165,14;172,84;34,5;NEUTRO
2025-03-17;GOOGL;163,94;171,81;36,7;NEUTRO
2025-03-18;GOOGL;160,33;170,66;35,89;NEUTRO
2025-03-19;GOOGL;163,55;169,61;44,63;NEUTRO
2025-03-20;GOOGL;162,46;168,53;40,97;NEUTRO
2025-03-21;GOOGL;163,65;167,76;46,31;NEUTRO
2025-03-24;GOOGL;167,33;167,19;46,01;NEUTRO
2025-03-25;GOOGL;170,2;166,96;47,08;NEUTRO
2025-03-26;GOOGL;164,71;166,59;41,88;NEUTRO
2025-03-27;GOOGL;161,9;166,29;37,3;NEUTRO
2025-03-28;GOOGL;154,01;165,5;37,21;NEUTRO
2025-03-31;GOOGL;154,32;164,89;39,21;NEUTRO
2025-04-01;GOOGL;156,74;164,21;38,31;NEUTRO
2025-04-02;GOOGL;156,71;163,42;42,59;NEUTRO
2025-04-03;GOOGL;150,4;162,35;32,5;NEUTRO
2025-04-04;GOOGL;145,29;160,95;29,74;COMPRA
2025-04-07;GOOGL;146,44;160,0;34,06;NEUTRO
2025-04-08;GOOGL;144,4;159,04;27,41;COMPRA
2025-04-09;GOOGL;158,38;158,62;46,31;NEUTRO
2025-04-10;GOOGL;152,5;158,12;40,7;NEUTRO
2025-04-11;GOOGL;156,81;157,7;41,32;NEUTRO
2025-04-14;GOOGL;158,74;157,44;40,4;NEUTRO
2025-04-15;GOOGL;155,98;157,23;42,33;NEUTRO
2025-04-16;GOOGL;153,01;156,7;42,21;NEUTRO
2025-04-17;GOOGL;150,84;156,12;46,91;NEUTRO
2025-04-21;GOOGL;147,36;155,3;43,62;NEUTRO
2025-04-22;GOOGL;151,15;154,49;45,0;NEUTRO
2025-04-23;GOOGL;155,02;153,74;48,59;NEUTRO
2025-04-24;GOOGL;158,95;153,45;57,45;NEUTRO
2025-04-25;GOOGL;161,62;153,43;64,86;NEUTRO
2025-04-28;GOOGL;160,27;153,75;62,54;NEUTRO
2025-04-29;GOOGL;159,82;154,02;64,4;NEUTRO
2025-04-30;GOOGL;158,47;154,11;50,11;NEUTRO
2025-05-01;GOOGL;160,96;154,32;61,27;NEUTRO
2025-05-02;GOOGL;163,69;154,98;59,57;NEUTRO
2025-05-05;GOOGL;163,86;155,91;57,49;NEUTRO
2025-05-06;GOOGL;162,89;156,74;60,67;NEUTRO
2025-05-07;GOOGL;151,06;157,07;47,64;NEUTRO
2025-05-08;GOOGL;153,96;156,85;53,72;NEUTRO
2025-05-09;GOOGL;152,43;156,84;56,33;NEUTRO
2025-05-12;GOOGL;158,13;156,91;58,32;NEUTRO
2025-05-13;GOOGL;159,19;156,93;55,33;NEUTRO
2025-05-14;GOOGL;165,02;157,38;57,4;NEUTRO
2025-05-15;GOOGL;163,62;157,92;52,52;NEUTRO
2025-05-16;GOOGL;165,84;158,67;56,85;NEUTRO
2025-05-19;GOOGL;166,19;159,61;57,86;NEUTRO
2025-05-20;GOOGL;163,64;160,23;56,19;NEUTRO
2025-05-21;GOOGL;168,21;160,89;58,27;NEUTRO
2025-05-22;GOOGL;170,51;161,47;57,86;NEUTRO
2025-05-23;GOOGL;168,12;161,79;54,67;NEUTRO
2025-05-27;GOOGL;172,54;162,41;59,84;NEUTRO
2025-05-28;GOOGL;172,0;163,02;77,73;VENDA
2025-05-29;GOOGL;171,5;163,67;74,8;VENDA
2025-05-30;GOOGL;171,38;164,19;77,91;VENDA
2025-06-02;GOOGL;168,67;164,44;67,02;NEUTRO
2025-06-03;GOOGL;165,83;164,54;60,14;NEUTRO
2025-06-04;GOOGL;167,7;164,78;54,66;NEUTRO
2025-06-05;GOOGL;167,86;165,62;57,7;NEUTRO
2025-06-06;GOOGL;173,31;166,58;62,14;NEUTRO
2025-06-09;GOOGL;175,93;167,76;64,74;NEUTRO
2025-06-10;GOOGL;178,44;168,78;72,42;VENDA
2025-06-11;GOOGL;177,19;169,68;65,13;NEUTRO
2025-06-12;GOOGL;175,54;170,2;58,66;NEUTRO
2025-06-13;GOOGL;174,51;170,75;61,55;NEUTRO
2025-06-16;GOOGL;176,61;171,28;58,03;NEUTRO
2025-06-17;GOOGL;175,79;171,76;57,39;NEUTRO
2025-06-18;GOOGL;173,17;172,24;53,01;NEUTRO
2025-06-20;GOOGL;166,49;172,15;42,87;NEUTRO
2025-06-23;GOOGL;165,04;171,88;44,51;NEUTRO
2025-06-24;GOOGL;166,62;171,81;51,24;NEUTRO
2025-06-25;GOOGL;170,53;171,71;54,18;NEUTRO
2025-06-26;GOOGL;173,38;171,77;57,56;NEUTRO
2025-06-27;GOOGL;178,37;172,12;57,02;NEUTRO
2025-06-30;GOOGL;176,07;172,35;50,2;NEUTRO
2025-07-01;GOOGL;175,68;172,7;45,9;NEUTRO
2025-07-02;GOOGL;178,48;173,34;51,83;NEUTRO
2025-07-03;GOOGL;179,37;173,92;55,57;NEUTRO
2025-07-07;GOOGL;176,63;174,36;52,93;NEUTRO
2025-07-08;GOOGL;174,2;174,4;46,69;NEUTRO
2025-07-09;GOOGL;176,46;174,43;50,88;NEUTRO
2025-07-10;GOOGL;177,46;174,38;55,91;NEUTRO
2025-07-11;GOOGL;180,03;174,52;71,05;VENDA
2025-07-14;GOOGL;181,4;174,81;75,5;VENDA
2025-07-15;GOOGL;181,84;175,18;74,6;VENDA
2025-07-16;GOOGL;182,81;175,49;71,93;VENDA
2025-07-17;GOOGL;183,42;175,87;69,49;NEUTRO
2025-07-18;GOOGL;184,89;176,46;64,66;NEUTRO
2025-07-21;GOOGL;189,93;177,63;77,74;VENDA
2025-07-22;GOOGL;191,17;178,94;79,98;VENDA
2025-07-23;GOOGL;190,06;180,11;73,99;VENDA
2025-07-24;GOOGL;192,0;181,18;75,07;VENDA
2025-07-25;GOOGL;193,01;182,16;84,91;VENDA
2025-07-28;GOOGL;192,41;182,87;92,09;VENDA
2025-07-29;GOOGL;195,58;183,84;92,41;VENDA
2025-07-30;GOOGL;196,35;184,88;92,34;VENDA
2025-07-31;GOOGL;191,73;185,54;74,01;VENDA
2025-08-01;GOOGL;188,96;186,02;64,67;NEUTRO
2025-08-04;GOOGL;194,87;186,93;70,86;VENDA
2025-08-05;GOOGL;194,5;187,94;69,08;NEUTRO
2025-08-06;GOOGL;195,91;188,92;69,87;NEUTRO
2025-08-07;GOOGL;196,34;189,86;68,84;NEUTRO
2025-08-08;GOOGL;201,24;190,92;68,69;NEUTRO
2025-08-11;GOOGL;200,82;191,89;66,39;NEUTRO
2025-08-12;GOOGL;203,16;192,96;71,36;VENDA
2025-08-13;GOOGL;201,78;193,91;66,25;NEUTRO
2025-08-14;GOOGL;202,76;194,87;66,21;NEUTRO
2025-08-15;GOOGL;203,72;195,82;68,58;NEUTRO
2025-08-18;GOOGL;203,32;196,48;63,99;NEUTRO
2025-08-19;GOOGL;201,39;197,0;58,74;NEUTRO
2025-08-20;GOOGL;199,14;197,45;64,01;NEUTRO
2025-08-21;GOOGL;199,57;197,83;72,0;VENDA
2025-08-22;GOOGL;205,91;198,47;72,49;VENDA
2025-08-25;GOOGL;208,3;199,27;75,98;VENDA
2025-08-26;GOOGL;206,95;199,84;70,83;VENDA
2025-08-27;GOOGL;207,29;200,38;70,73;VENDA
2025-08-28;GOOGL;211,45;201,37;69,89;NEUTRO
2025-08-29;GOOGL;212,72;202,56;72,44;VENDA
2025-09-02;GOOGL;211,16;203,37;65,54;NEUTRO
2025-09-03;GOOGL;230,45;205,17;82,84;VENDA
2025-09-04;GOOGL;232,09;206,98;83,1;VENDA
2025-09-05;GOOGL;234,79;208,9;83,74;VENDA
2025-09-08;GOOGL;234,04;210,54;83,1;VENDA
2025-09-09;GOOGL;239,63;212,48;88,19;VENDA
2025-09-10;GOOGL;239,17;214,28;91,46;VENDA
2025-09-11;GOOGL;240,37;216,21;91,6;VENDA
2025-09-12;GOOGL;240,8;218,11;90,45;VENDA
2025-09-15;GOOGL;251,61;220,51;92,01;VENDA
2025-09-16;GOOGL;251,16;222,9;93,64;VENDA
2025-09-17;GOOGL;249,53;225,31;90,66;VENDA
2025-09-18;GOOGL;252,03;227,95;90,35;VENDA
2025-09-19;GOOGL;254,72;230,71;90,62;VENDA
2025-09-22;GOOGL;252,53;233,04;89,53;VENDA
2024-09-23;JPM;206,8;;;NEUTRO
2024-09-24;JPM;206,94;;;NEUTRO
2024-09-25;JPM;205,57;;;NEUTRO
2024-09-26;JPM;205,17;;;NEUTRO
2024-09-27;JPM;205,88;;;NEUTRO
2024-09-30;JPM;206,23;;;NEUTRO
2024-10-01;JPM;202,49;;;NEUTRO
2024-10-02;JPM;202,74;;;NEUTRO
2024-10-03;JPM;200,72;;;NEUTRO
2024-10-04;JPM;207,85;;;NEUTRO
2024-10-07;JPM;207,56;;;NEUTRO
2024-10-08;JPM;207,38;;;NEUTRO
2024-10-09;JPM;210,01;;;NEUTRO
2024-10-10;JPM;209,44;;;NEUTRO
2024-10-11;JPM;218,74;;70,53;VENDA
2024-10-14;JPM;217,94;;68,49;NEUTRO
2024-10-15;JPM;218,84;;72,67;VENDA
2024-10-16;JPM;220,07;;74,75;VENDA
2024-10-17;JPM;220,84;;74,8;VENDA
2024-10-18;JPM;221,77;210,15;75,28;VENDA
2024-10-21;JPM;219,44;210,78;78,9;VENDA
2024-10-22;JPM;220,54;211,46;79,49;VENDA
2024-10-23;JPM;219,84;212,17;83,13;VENDA
2024-10-24;JPM;221,39;212,99;79,08;VENDA
2024-10-25;JPM;218,76;213,63;71,86;VENDA
2024-10-28;JPM;221,9;214,41;75,4;VENDA
2024-10-29;JPM;219,34;215,26;66,36;NEUTRO
2024-10-30;JPM;220,83;216,16;69,35;NEUTRO
2024-10-31;JPM;218,38;217,04;49,2;NEUTRO
2024-11-01;JPM;219,38;217,62;53,16;NEUTRO
2024-11-04;JPM;216,27;218,06;44,86;NEUTRO
2024-11-05;JPM;217,95;218,58;45,83;NEUTRO
2024-11-06;JPM;243,11;220,24;72,35;VENDA
2024-11-07;JPM;232,61;221,4;59,12;NEUTRO
2024-11-08;JPM;233,2;222,12;61,93;NEUTRO
2024-11-11;JPM;235,47;223,0;62,69;NEUTRO
2024-11-12;JPM;235,73;223,84;63,61;NEUTRO
2024-11-13;JPM;237,31;224,7;63,63;NEUTRO
2024-11-14;JPM;238,01;225,56;67,04;NEUTRO
2024-11-15;JPM;241,39;226,54;67,18;NEUTRO
2024-11-18;JPM;241,12;227,63;70,0;VENDA
2024-11-19;JPM;239,21;228,56;66,75;NEUTRO
2024-11-20;JPM;236,93;229,41;66,96;NEUTRO
2024-11-21;JPM;240,85;230,39;68,63;NEUTRO
2024-11-22;JPM;244,58;231,68;74,31;VENDA
2024-11-25;JPM;246,29;232,9;74,32;VENDA
2024-11-26;JPM;245,98;234,23;54,3;NEUTRO
2024-11-27;JPM;245,8;235,48;78,56;VENDA
2024-11-29;JPM;245,73;236,85;77,76;VENDA
2024-12-02;JPM;242,32;237,99;64,45;NEUTRO
2024-12-03;JPM;240,91;239,22;60,42;NEUTRO
2024-12-04;JPM;239,51;240,3;54,46;NEUTRO
2024-12-05;JPM;241,56;240,23;56,82;NEUTRO
2024-12-06;JPM;243,41;240,77;54,12;NEUTRO
2024-12-09;JPM;239,92;241,1;47,84;NEUTRO
2024-12-10;JPM;238,98;241,28;49,57;NEUTRO
2024-12-11;JPM;239,64;241,47;55,39;NEUTRO
2024-12-12;JPM;237,67;241,49;43,14;NEUTRO
2024-12-13;JPM;236,11;241,4;29,84;COMPRA
2024-12-16;JPM;235,75;241,11;23,19;COMPRA
2024-12-17;JPM;234,55;240,78;22,19;COMPRA
2024-12-18;JPM;226,69;240,16;16,15;COMPRA
2024-12-19;JPM;229,24;239,77;23,15;COMPRA
2024-12-20;JPM;233,81;239,42;36,65;NEUTRO
2024-12-23;JPM;234,58;238,92;39,87;NEUTRO
2024-12-24;JPM;238,44;238,53;48,41;NEUTRO
2024-12-26;JPM;239,26;238,19;46,46;NEUTRO
2024-12-27;JPM;237,32;237,77;40,65;NEUTRO
2024-12-30;JPM;235,5;237,26;42,84;NEUTRO
2024-12-31;JPM;235,88;236,94;44,89;NEUTRO
2025-01-02;JPM;236,17;236,7;44,21;NEUTRO
2025-01-03;JPM;239,4;236,69;52,77;NEUTRO
2025-01-06;JPM;238,23;236,53;53,44;NEUTRO
2025-01-07;JPM;240,52;236,38;57,28;NEUTRO
2025-01-08;JPM;240,48;236,41;59,39;NEUTRO
2025-01-10;JPM;237,26;236,32;69,61;NEUTRO
2025-01-13;JPM;241,55;236,42;71,45;VENDA
2025-01-14;JPM;244,78;236,78;70,05;VENDA
2025-01-15;JPM;249,6;237,45;73,92;VENDA
2025-01-16;JPM;251,5;238,24;72,18;VENDA
2025-01-17;JPM;256,34;239,33;75,52;VENDA
2025-01-21;JPM;260,17;241,0;82,32;VENDA
2025-01-22;JPM;259,98;242,54;86,3;VENDA
2025-01-23;JPM;263,05;244,0;87,31;VENDA
2025-01-24;JPM;261,96;245,37;84,65;VENDA
2025-01-27;JPM;262,96;246,6;83,68;VENDA
2025-01-28;JPM;264,23;247,84;87,06;VENDA
2025-01-29;JPM;263,68;249,16;84,73;VENDA
2025-01-30;JPM;265,31;250,65;85,54;VENDA
2025-01-31;JPM;264,39;252,08;91,57;VENDA
2025-02-03;JPM;263,91;253,46;88,79;VENDA
2025-02-04;JPM;265,02;254,75;87,9;VENDA
2025-02-05;JPM;267,49;256,21;86,74;VENDA
2025-02-06;JPM;273,89;257,88;88,8;VENDA
2025-02-07;JPM;272,8;259,49;82,79;VENDA
2025-02-10;JPM;268,09;261,03;65,24;NEUTRO
2025-02-11;JPM;272,0;262,56;70,24;VENDA
2025-02-12;JPM;272,45;263,94;67,36;NEUTRO
2025-02-13;JPM;273,31;265,13;71,14;VENDA
2025-02-14;JPM;273,58;266,23;70,33;VENDA
2025-02-18;JPM;276,9;267,26;72,49;VENDA
2025-02-19;JPM;276,21;268,06;72,13;VENDA
2025-02-20;JPM;263,9;268,26;48,19;NEUTRO
2025-02-21;JPM;261,36;268,17;46,27;NEUTRO
2025-02-24;JPM;258,49;268,0;43,7;NEUTRO
2025-02-25;JPM;254,6;267,58;38,62;NEUTRO
2025-02-26;JPM;255,97;267,17;37,11;NEUTRO
2025-02-27;JPM;256,23;266,8;27,09;COMPRA
2025-02-28;JPM;261,77;266,62;37,17;NEUTRO
2025-03-03;JPM;257,78;266,29;37,8;NEUTRO
2025-03-04;JPM;247,53;265,47;24,83;COMPRA
2025-03-05;JPM;248,79;264,66;26,06;COMPRA
2025-03-06;JPM;243,86;263,48;22,47;COMPRA
2025-03-07;JPM;239,64;261,76;20,46;COMPRA
2025-03-10;JPM;229,69;259,61;13,16;COMPRA
2025-03-11;JPM;226,65;257,54;12,69;COMPRA
2025-03-12;JPM;225,42;255,21;15,23;COMPRA
2025-03-13;JPM;222,74;252,72;15,19;COMPRA
2025-03-14;JPM;229,91;250,55;26,1;COMPRA
2025-03-17;JPM;231,38;248,44;29,76;COMPRA
2025-03-18;JPM;232,41;246,22;29,34;COMPRA
2025-03-19;JPM;236,51;244,23;33,8;NEUTRO
2025-03-20;JPM;236,41;242,86;27,12;COMPRA
2025-03-21;JPM;239,0;241,74;32,62;NEUTRO
2025-03-24;JPM;245,36;241,08;47,84;NEUTRO
2025-03-25;JPM;248,4;240,77;49,62;NEUTRO
2025-03-26;JPM;248,3;240,39;54,72;NEUTRO
2025-03-27;JPM;245,42;239,85;56,32;NEUTRO
2025-03-28;JPM;240,21;238,77;62,83;NEUTRO
2025-03-31;JPM;242,63;238,01;69,79;NEUTRO
2025-04-01;JPM;241,01;237,69;69,12;NEUTRO
2025-04-02;JPM;243,14;237,4;75,36;VENDA
2025-04-03;JPM;226,2;236,52;46,29;NEUTRO
2025-04-04;JPM;209,27;235,0;33,11;NEUTRO
2025-04-07;JPM;213,41;234,19;36,14;NEUTRO
2025-04-08;JPM;215,83;233,65;34,54;NEUTRO
2025-04-09;JPM;233,22;234,04;48,11;NEUTRO
